date,state,hospitalizedCurrently,death,positiveIncrease
2020-05-30,OH,806,2149,468
2020-05-30,OK,154,334,80
2020-05-30,OR,131,153,54
2020-05-30,PA,1352,5537,692
2020-05-30,PR,106,133,71
2020-05-30,RI,219,711,104
2020-05-30,SC,387,487,263
2020-05-30,SD,93,62,94
2020-05-30,TN,516,364,481
2020-05-30,TX,1752,1626,1332
2020-05-30,UT,139,112,269
2020-05-30,VA,1471,1370,1078
2020-05-30,VI,,6,0
2020-05-30,VT,17,55,2
2020-05-30,WA,319,1111,228
2020-05-30,WI,617,588,539
2020-05-30,WV,33,75,23
2020-05-30,WY,13,16,7
2020-05-29,AK,14,10,5
2020-05-29,AL,,605,513
2020-05-29,AR,104,125,0
2020-05-29,AS,,0,0
2020-05-29,AZ,931,885,702
2020-05-29,CA,4414,4068,2189
2020-05-29,CO,464,1168,354
2020-05-29,CT,577,3868,203
2020-05-29,DC,338,460,46
2020-05-29,DE,183,463,65
2020-05-29,FL,,2495,1212
2020-05-29,GA,889,1974,600
2020-05-29,GU,,5,0
2020-05-29,HI,,17,3
2020-05-29,IA,376,522,353
2020-05-29,ID,34,82,38
2020-05-29,IL,3599,5270,1622
2020-05-29,IN,1149,2110,490
2020-05-29,KS,,208,382
2020-05-29,KY,494,409,107
2020-05-29,LA,714,2766,0
2020-05-29,MA,1991,6718,617
2020-05-29,MD,1296,2538,1279
2020-05-29,ME,53,85,37
2020-05-29,MI,774,5778,319
2020-05-29,MN,592,1006,454
2020-05-29,MO,650,738,122
2020-05-29,MP,,2,0
2020-05-29,MS,584,710,418
2020-05-29,MT,2,17,8
2020-05-29,NC,680,859,1076
2020-05-29,ND,36,48,39
2020-05-29,NE,,164,285
2020-05-29,NH,110,232,100
2020-05-29,NJ,2707,11531,1029
2020-05-29,NM,196,335,112
2020-05-29,NV,371,435,142
2020-05-29,NY,3781,23780,1551
2020-05-29,OH,833,2131,651
2020-05-29,OK,160,329,68
2020-05-29,OR,155,151,45
2020-05-29,PA,1445,5464,1297
2020-05-29,PR,101,132,161
2020-05-29,RI,219,693,178
2020-05-29,SC,399,483,343
2020-05-29,SD,95,59,73
2020-05-29,TN,507,360,406
2020-05-29,TX,1701,1626,1230
2020-05-29,UT,135,107,343
2020-05-29,VA,1524,1358,1132
2020-05-29,VI,,6,0
2020-05-29,VT,14,55,1
2020-05-29,WA,317,1106,294
2020-05-29,WI,658,568,766
2020-05-29,WV,33,74,45
2020-05-29,WY,13,15,17
2020-05-28,AK,10,10,13
2020-05-28,AL,,590,467
2020-05-28,AR,104,120,261
2020-05-28,AS,,0,0
2020-05-28,AZ,945,857,501
2020-05-28,CA,4529,3973,2717
2020-05-28,CO,464,1135,202
2020-05-28,CT,648,3826,271
2020-05-28,DC,343,453,86
2020-05-28,DE,192,459,75
2020-05-28,FL,,2446,651
2020-05-28,GA,903,1962,649
2020-05-28,GU,,5,2
2020-05-28,HI,,17,1
2020-05-28,IA,383,504,213
2020-05-28,ID,35,82,32
2020-05-28,IL,3649,5186,1527
2020-05-28,IN,1131,2068,631
2020-05-28,KS,,205,0
2020-05-28,KY,512,400,0
2020-05-28,LA,761,2740,305
2020-05-28,MA,2112,6640,675
2020-05-28,MD,1334,2501,1286
2020-05-28,ME,58,84,52
2020-05-28,MI,860,5751,336
2020-05-28,MN,606,977,571
2020-05-28,MO,648,707,181
2020-05-28,MP,,2,0
2020-05-28,MS,594,693,328
2020-05-28,MT,1,17,4
2020-05-28,NC,708,827,784
2020-05-28,ND,35,48,42
2020-05-28,NE,,163,357
2020-05-28,NH,105,223,55
2020-05-28,NJ,2797,11401,1187
2020-05-28,NM,210,329,122
2020-05-28,NV,439,425,95
2020-05-28,NY,4010,23722,1768
2020-05-28,OH,812,2098,476
2020-05-28,OK,181,326,41
2020-05-28,OR,149,151,48
2020-05-28,PA,1476,5373,625
2020-05-28,PR,120,131,89
2020-05-28,RI,222,677,132
2020-05-28,SC,397,470,165
2020-05-28,SD,105,54,83
2020-05-28,TN,545,356,373
2020-05-28,TX,1692,1601,1855
2020-05-28,UT,169,106,215
2020-05-28,VA,1502,1338,1152
2020-05-28,VI,,6,0
2020-05-28,VT,17,55,3
2020-05-28,WA,325,1095,270
2020-05-28,WI,659,550,564
2020-05-28,WV,35,74,39
2020-05-28,WY,15,15,24
2020-05-27,AK,14,10,1
2020-05-27,AL,,581,447
2020-05-27,AR,108,120,97
2020-05-27,AS,,0,0
2020-05-27,AZ,911,831,479
2020-05-27,CA,4544,3884,2247
2020-05-27,CO,484,1114,296
2020-05-27,CT,684,3803,-15
2020-05-27,DC,349,445,72
2020-05-27,DE,196,453,30
2020-05-27,FL,,2400,379
2020-05-27,GA,907,1907,691
2020-05-27,GU,1,5,1
2020-05-27,HI,,17,0
2020-05-27,IA,393,491,657
2020-05-27,ID,29,81,73
2020-05-27,IL,3826,5083,1111
2020-05-27,IN,1122,2030,359
2020-05-27,KS,,205,119
2020-05-27,KY,489,400,506
2020-05-27,LA,798,2722,443
2020-05-27,MA,2106,6547,527
2020-05-27,MD,1338,2458,736
2020-05-27,ME,59,81,28
2020-05-27,MI,882,5727,386
2020-05-27,MN,598,942,680
2020-05-27,MO,644,696,201
2020-05-27,MP,,2,0
2020-05-27,MS,547,670,313
2020-05-27,MT,2,17,2
2020-05-27,NC,702,794,488
2020-05-27,ND,40,44,17
2020-05-27,NE,,153,264
2020-05-27,NH,91,214,34
2020-05-27,NJ,2761,11339,864
2020-05-27,NM,211,325,104
2020-05-27,NV,435,416,116
2020-05-27,NY,4208,23643,1129
2020-05-27,OH,885,2044,433
2020-05-27,OK,156,322,92
2020-05-27,OR,146,148,71
2020-05-27,PA,1493,5265,780
2020-05-27,PR,105,129,73
2020-05-27,RI,218,655,133
2020-05-27,SC,398,466,207
2020-05-27,SD,101,54,57
2020-05-27,TN,501,353,341
2020-05-27,TX,1645,1562,1361
2020-05-27,UT,127,105,86
2020-05-27,VA,1459,1281,907
2020-05-27,VI,,6,0
2020-05-27,VT,21,54,4
2020-05-27,WA,241,1078,299
2020-05-27,WI,748,539,646
2020-05-27,WV,36,74,13
2020-05-27,WY,12,13,0
2020-05-26,AK,12,10,2
2020-05-26,AL,,575,666
2020-05-26,AR,107,119,151
2020-05-26,AS,,0,0
2020-05-26,AZ,818,807,222
2020-05-26,CA,4404,3814,2175
2020-05-26,CO,507,1088,95
2020-05-26,CT,694,3769,430
2020-05-26,DC,353,440,109
2020-05-26,DE,201,444,101
2020-05-26,FL,,2338,509
2020-05-26,GA,854,1871,386
2020-05-26,GU,,5,3
2020-05-26,HI,,17,0
2020-05-26,IA,379,478,126
2020-05-26,ID,28,79,0
2020-05-26,IL,3788,4923,1178
2020-05-26,IN,1088,2004,363
2020-05-26,KS,,188,0
2020-05-26,KY,484,391,0
2020-05-26,LA,831,2701,245
2020-05-26,MA,2108,6473,422
2020-05-26,MD,1315,2417,535
2020-05-26,ME,60,79,35
2020-05-26,MI,953,5703,443
2020-05-26,MN,570,908,784
2020-05-26,MO,500,686,124
2020-05-26,MP,,2,0
2020-05-26,MS,561,652,273
2020-05-26,MT,2,17,0
2020-05-26,NC,621,766,176
2020-05-26,ND,40,40,-35
2020-05-26,NE,,150,221
2020-05-26,NH,91,210,48
2020-05-26,NJ,2723,11191,672
2020-05-26,NM,216,320,83
2020-05-26,NV,390,412,118
2020-05-26,NY,4265,23564,1072
2020-05-26,OH,937,2002,529
2020-05-26,OK,174,318,47
2020-05-26,OR,149,148,18
2020-05-26,PA,1493,5152,451
2020-05-26,PR,104,129,64
2020-05-26,RI,226,634,154
2020-05-26,SC,433,446,238
2020-05-26,SD,106,50,67
2020-05-26,TN,582,343,358
2020-05-26,TX,1534,1536,589
2020-05-26,UT,134,101,99
2020-05-26,VA,1403,1236,1615
2020-05-26,VI,,6,0
2020-05-26,VT,25,54,5
2020-05-26,WA,267,1070,275
2020-05-26,WI,640,517,296
2020-05-26,WV,35,74,80
2020-05-26,WY,14,13,12
2020-05-25,AK,10,10,1
2020-05-25,AL,,562,403
2020-05-25,AR,92,117,107
2020-05-25,AS,,0,0
2020-05-25,AZ,833,806,222
2020-05-25,CA,4306,3795,1848
2020-05-25,CO,560,1088,210
2020-05-25,CT,706,3742,405
2020-05-25,DC,331,440,259
2020-05-25,DE,205,436,156
2020-05-25,FL,,2331,879
2020-05-25,GA,892,1830,506
2020-05-25,GU,,5,0
2020-05-25,HI,,17,0
2020-05-25,IA,377,459,325
2020-05-25,ID,17,79,0
2020-05-25,IL,3762,4884,1713
2020-05-25,IN,1102,1976,339
2020-05-25,KS,,188,260
2020-05-25,KY,484,391,0
2020-05-25,LA,847,2690,640
2020-05-25,MA,2132,6416,596
2020-05-25,MD,1279,2379,839
2020-05-25,ME,59,78,19
2020-05-25,MI,953,5678,175
2020-05-25,MN,605,890,403
2020-05-25,MO,729,685,179
2020-05-25,MP,,2,0
2020-05-25,MS,566,635,206
2020-05-25,MT,3,16,0
2020-05-25,NC,627,754,742
2020-05-25,ND,41,39,39
2020-05-25,NE,,150,145
2020-05-25,NH,92,209,60
2020-05-25,NJ,2755,11144,938
2020-05-25,NM,213,317,148
2020-05-25,NV,380,410,109
2020-05-25,NY,4348,23488,1249
2020-05-25,OH,872,1987,566
2020-05-25,OK,,313,53
2020-05-25,OR,125,148,22
2020-05-25,PA,1628,5139,473
2020-05-25,PR,112,129,71
2020-05-25,RI,240,608,70
2020-05-25,SC,407,440,82
2020-05-25,SD,99,50,23
2020-05-25,TN,517,338,462
2020-05-25,TX,1511,1527,623
2020-05-25,UT,131,98,129
2020-05-25,VA,1376,1208,1483
2020-05-25,VI,,6,0
2020-05-25,VT,19,54,6
2020-05-25,WA,207,1061,257
2020-05-25,WI,606,514,318
2020-05-25,WV,36,72,15
2020-05-25,WY,10,12,25
2020-05-24,AK,10,10,0
2020-05-24,AL,,551,389
2020-05-24,AR,86,116,310
2020-05-24,AS,,0,0
2020-05-24,AZ,804,800,300
2020-05-24,CA,4300,3774,2079
2020-05-24,CO,538,1088,477
2020-05-24,CT,701,3693,446
2020-05-24,DC,324,427,0
2020-05-24,DE,211,431,119
2020-05-24,FL,,2316,740
2020-05-24,GA,848,1824,706
2020-05-24,GU,,5,1
2020-05-24,HI,,17,1
2020-05-24,IA,363,454,359
2020-05-24,ID,27,79,31
2020-05-24,IL,3667,4856,2508
2020-05-24,IN,1112,1976,475
2020-05-24,KS,,185,0
2020-05-24,KY,484,391,145
2020-05-24,LA,813,2690,129
2020-05-24,MA,2169,6372,1013
2020-05-24,MD,1290,2341,818
2020-05-24,ME,59,78,42
2020-05-24,MI,953,5640,164
2020-05-24,MN,553,878,356
2020-05-24,MO,742,681,236
2020-05-24,MP,,2,0
2020-05-24,MS,512,625,247
2020-05-24,MT,3,16,0
2020-05-24,NC,587,744,497
2020-05-24,ND,40,39,53
2020-05-24,NE,,147,327
2020-05-24,NH,93,208,0
2020-05-24,NJ,2857,11133,1050
2020-05-24,NM,208,308,170
2020-05-24,NV,373,408,74
2020-05-24,NY,4393,23391,1589
2020-05-24,OH,864,1969,503
2020-05-24,OK,174,311,77
2020-05-24,OR,117,148,39
2020-05-24,PA,1533,5124,730
2020-05-24,PR,106,127,89
2020-05-24,RI,240,608,84
2020-05-24,SC,461,435,201
2020-05-24,SD,85,50,95
2020-05-24,TN,526,336,356
2020-05-24,TX,1572,1506,839
2020-05-24,UT,128,97,132
2020-05-24,VA,1351,1171,495
2020-05-24,VI,,6,0
2020-05-24,VT,25,54,2
2020-05-24,WA,313,1055,160
2020-05-24,WI,611,510,410
2020-05-24,WV,23,72,42
2020-05-24,WY,10,12,0
2020-05-23,AK,10,10,4
2020-05-23,AL,,546,375
2020-05-23,AR,81,113,0
2020-05-23,AS,,0,0
2020-05-23,AZ,784,799,431
2020-05-23,CA,4342,3708,2187
2020-05-23,CO,571,1088,296
2020-05-23,CT,724,3675,382
2020-05-23,DC,324,427,73
2020-05-23,DE,210,425,161
2020-05-23,FL,,2312,676
2020-05-23,GA,848,1811,914
2020-05-23,GU,,5,0
2020-05-23,HI,,17,-5
2020-05-23,IA,362,444,389
2020-05-23,ID,26,79,61
2020-05-23,IL,3753,4790,2352
2020-05-23,IN,1138,1943,492
2020-05-23,KS,,185,0
2020-05-23,KY,477,391,140
2020-05-23,LA,836,2668,115
2020-05-23,MA,2237,6304,773
2020-05-23,MD,1320,2306,1071
2020-05-23,ME,50,77,65
2020-05-23,MI,953,5612,218
2020-05-23,MN,568,861,391
2020-05-23,MO,742,676,194
2020-05-23,MP,,2,0
2020-05-23,MS,590,616,381
2020-05-23,MT,3,16,0
2020-05-23,NC,589,737,1107
2020-05-23,ND,39,39,48
2020-05-23,NE,,147,237
2020-05-23,NH,93,208,154
2020-05-23,NJ,2974,11081,385
2020-05-23,NM,206,302,153
2020-05-23,NV,402,404,295
2020-05-23,NY,4642,23282,1772
2020-05-23,OH,858,1956,614
2020-05-23,OK,174,311,111
2020-05-23,OR,102,147,24
2020-05-23,PA,1560,5096,725
2020-05-23,PR,106,127,70
2020-05-23,RI,233,597,108
2020-05-23,SC,430,425,257
2020-05-23,SD,90,50,112
2020-05-23,TN,478,329,395
2020-05-23,TX,1688,1506,1060
2020-05-23,UT,165,97,203
2020-05-23,VA,1384,1159,799
2020-05-23,VI,,6,0
2020-05-23,VT,21,54,2
2020-05-23,WA,332,1050,209
2020-05-23,WI,611,507,503
2020-05-23,WV,39,72,101
2020-05-23,WY,10,12,10
2020-05-22,AK,15,10,2
2020-05-22,AL,,537,444
2020-05-22,AR,86,113,154
2020-05-22,AS,,0,0
2020-05-22,AZ,796,775,293
2020-05-22,CA,4762,3630,2247
2020-05-22,CO,620,1062,394
2020-05-22,CT,740,3637,432
2020-05-22,DC,342,418,105
2020-05-22,DE,221,420,143
2020-05-22,FL,,2268,776
2020-05-22,GA,889,1785,813
2020-05-22,GU,,5,0
2020-05-22,HI,,17,4
2020-05-22,IA,362,425,334
2020-05-22,ID,23,77,28
2020-05-22,IL,3928,4715,2758
2020-05-22,IN,1203,1941,473
2020-05-22,KS,,185,419
2020-05-22,KY,475,386,119
2020-05-22,LA,867,2668,421
2020-05-22,MA,2323,6228,805
2020-05-22,MD,1329,2274,893
2020-05-22,ME,45,75,71
2020-05-22,MI,955,5586,465
2020-05-22,MN,534,851,792
2020-05-22,MO,711,671,218
2020-05-22,MP,,2,0
2020-05-22,MS,557,596,402
2020-05-22,MT,3,16,0
2020-05-22,NC,568,728,758
2020-05-22,ND,39,39,88
2020-05-22,NE,,143,303
2020-05-22,NH,97,199,67
2020-05-22,NJ,3049,10985,1247
2020-05-22,NM,205,294,155
2020-05-22,NV,404,400,146
2020-05-22,NY,4844,23195,1696
2020-05-22,OH,879,1872,627
2020-05-22,OK,190,307,169
2020-05-22,OR,146,147,47
2020-05-22,PA,1580,4984,866
2020-05-22,PR,96,126,117
2020-05-22,RI,242,579,201
2020-05-22,SC,429,419,463
2020-05-22,SD,83,50,106
2020-05-22,TN,570,315,433
2020-05-22,TX,1578,1480,1181
2020-05-22,UT,163,93,183
2020-05-22,VA,1459,1136,813
2020-05-22,VI,,6,0
2020-05-22,VT,16,54,2
2020-05-22,WA,332,1044,295
2020-05-22,WI,583,496,548
2020-05-22,WV,47,71,23
2020-05-22,WY,10,12,16
2020-05-21,AK,19,10,0
2020-05-21,AL,,529,375
2020-05-21,AR,78,110,455
2020-05-21,AS,,0,0
2020-05-21,AZ,812,763,418
2020-05-21,CA,4735,3542,2140
2020-05-21,CO,613,1001,315
2020-05-21,CT,816,3582,191
2020-05-21,DC,336,412,237
2020-05-21,DE,220,417,192
2020-05-21,FL,,2222,1204
2020-05-21,GA,959,1754,758
2020-05-21,GU,,5,0
2020-05-21,HI,,17,2
2020-05-21,IA,376,406,556
2020-05-21,ID,28,77,30
2020-05-21,IL,4107,4607,2268
2020-05-21,IN,1166,1913,662
2020-05-21,KS,,178,0
2020-05-21,KY,474,376,98
2020-05-21,LA,884,2629,1188
2020-05-21,MA,2396,6148,1114
2020-05-21,MD,1374,2221,1208
2020-05-21,ME,41,73,58
2020-05-21,MI,1054,5555,459
2020-05-21,MN,566,818,973
2020-05-21,MO,697,661,108
2020-05-21,MP,,2,1
2020-05-21,MS,638,580,255
2020-05-21,MT,3,16,1
2020-05-21,NC,578,716,738
2020-05-21,ND,39,38,134
2020-05-21,NE,,138,276
2020-05-21,NH,103,190,147
2020-05-21,NJ,3208,10843,1073
2020-05-21,NM,206,283,125
2020-05-21,NV,410,397,89
2020-05-21,NY,5187,23083,2088
2020-05-21,OH,892,1836,731
2020-05-21,OK,201,304,148
2020-05-21,OR,140,145,16
2020-05-21,PA,1654,4869,1726
2020-05-21,PR,114,126,47
2020-05-21,RI,254,556,169
2020-05-21,SC,414,407,119
2020-05-21,SD,91,48,73
2020-05-21,TN,601,313,429
2020-05-21,TX,1680,1440,945
2020-05-21,UT,169,92,164
2020-05-21,VA,1491,1099,1229
2020-05-21,VI,,6,0
2020-05-21,VT,14,54,6
2020-05-21,WA,242,1037,204
2020-05-21,WI,524,487,523
2020-05-21,WV,46,70,48
2020-05-21,WY,8,11,0
2020-05-20,AK,16,10,3
2020-05-20,AL,,517,368
2020-05-20,AR,78,107,80
2020-05-20,AS,,0,0
2020-05-20,AZ,810,747,331
2020-05-20,CA,4681,3436,2262
2020-05-20,CO,626,968,280
2020-05-20,CT,887,3529,587
2020-05-20,DC,336,407,117
2020-05-20,DE,220,414,157
2020-05-20,FL,,2173,527
2020-05-20,GA,959,1687,926
2020-05-20,GU,,5,11
2020-05-20,HI,,17,1
2020-05-20,IA,381,388,265
2020-05-20,ID,31,77,21
2020-05-20,IL,3914,4525,2388
2020-05-20,IN,1288,1864,569
2020-05-20,KS,,178,199
2020-05-20,KY,443,366,0
2020-05-20,LA,931,2608,278
2020-05-20,MA,2518,6066,1045
2020-05-20,MD,1410,2198,777
2020-05-20,ME,43,73,78
2020-05-20,MI,1066,5514,575
2020-05-20,MN,550,786,767
2020-05-20,MO,546,631,152
2020-05-20,MP,,2,0
2020-05-20,MS,644,570,263
2020-05-20,MT,3,16,7
2020-05-20,NC,554,702,422
2020-05-20,ND,38,37,101
2020-05-20,NE,,132,221
2020-05-20,NH,105,182,69
2020-05-20,NJ,3405,10747,1386
2020-05-20,NM,204,276,96
2020-05-20,NV,437,393,120
2020-05-20,NY,5570,22976,1525
2020-05-20,OH,902,1781,484
2020-05-20,OK,209,299,43
2020-05-20,OR,152,144,75
2020-05-20,PA,1818,4624,0
2020-05-20,PR,110,125,61
2020-05-20,RI,257,538,187
2020-05-20,SC,,399,0
2020-05-20,SD,81,46,92
2020-05-20,TN,652,309,154
2020-05-20,TX,1791,1419,1411
2020-05-20,UT,144,90,192
2020-05-20,VA,1536,1074,763
2020-05-20,VI,,6,0
2020-05-20,VT,15,54,0
2020-05-20,WA,168,1031,249
2020-05-20,WI,609,481,577
2020-05-20,WV,58,69,36
2020-05-20,WY,9,11,21
2020-05-19,AK,16,10,0
2020-05-19,AL,,504,290
2020-05-19,AR,78,102,110
2020-05-19,AS,,0,0
2020-05-19,AZ,792,704,396
2020-05-19,CA,4363,3334,1365
2020-05-19,CO,626,921,264
2020-05-19,CT,914,3472,314
2020-05-19,DC,375,400,164
2020-05-19,DE,236,408,168
2020-05-19,FL,,2129,502
2020-05-19,GA,986,1664,640
2020-05-19,GU,,5,0
2020-05-19,HI,,17,0
2020-05-19,IA,383,372,394
2020-05-19,ID,28,74,36
2020-05-19,IL,4002,4379,1545
2020-05-19,IN,1268,1824,450
2020-05-19,KS,,173,0
2020-05-19,KY,447,366,381
2020-05-19,LA,1004,2581,329
2020-05-19,MA,2472,5938,873
2020-05-19,MD,1421,2164,1784
2020-05-19,ME,44,73,28
2020-05-19,MI,1079,5470,764
2020-05-19,MN,545,757,855
2020-05-19,MO,721,616,135
2020-05-19,MP,,2,0
2020-05-19,MS,611,554,272
2020-05-19,MT,5,16,1
2020-05-19,NC,585,691,677
2020-05-19,ND,32,37,63
2020-05-19,NE,,125,277
2020-05-19,NH,109,172,56
2020-05-19,NJ,3481,10586,974
2020-05-19,NM,213,270,158
2020-05-19,NV,405,390,140
2020-05-19,NY,5818,22843,1474
2020-05-19,OH,913,1720,498
2020-05-19,OK,167,294,91
2020-05-19,OR,137,140,39
2020-05-19,PA,1861,4624,610
2020-05-19,PR,121,124,95
2020-05-19,RI,247,532,215
2020-05-19,SC,,399,114
2020-05-19,SD,75,46,58
2020-05-19,TN,615,305,367
2020-05-19,TX,1732,1369,1219
2020-05-19,UT,96,88,134
2020-05-19,VA,1497,1041,1005
2020-05-19,VI,,6,0
2020-05-19,VT,24,54,0
2020-05-19,WA,168,1002,249
2020-05-19,WI,609,467,250
2020-05-19,WV,54,68,18
2020-05-19,WY,8,10,12
2020-05-18,AK,9,10,3
2020-05-18,AL,,489,315
2020-05-18,AR,77,100,54
2020-05-18,AS,,0,0
2020-05-18,AZ,820,686,233
2020-05-18,CA,4391,3302,1591
2020-05-18,CO,650,878,305
2020-05-18,CT,920,3449,697
2020-05-18,DC,374,392,147
2020-05-18,DE,240,399,199
2020-05-18,FL,,2073,854
2020-05-18,GA,1025,1642,380
2020-05-18,GU,,5,0
2020-05-18,HI,,17,1
2020-05-18,IA,382,355,304
2020-05-18,ID,33,73,0
2020-05-18,IL,4120,4234,2294
2020-05-18,IN,1244,1765,477
2020-05-18,KS,,173,454
2020-05-18,KY,381,334,0
2020-05-18,LA,1031,2563,277
2020-05-18,MA,2533,5862,1042
2020-05-18,MD,1447,2122,958
2020-05-18,ME,42,71,26
2020-05-18,MI,1075,5427,534
2020-05-18,MN,488,740,971
2020-05-18,MO,570,605,156
2020-05-18,MP,,2,0
2020-05-18,MS,559,528,136
2020-05-18,MT,4,16,2
2020-05-18,NC,511,661,511
2020-05-18,ND,32,37,31
2020-05-18,NE,,123,128
2020-05-18,NH,114,172,40
2020-05-18,NJ,3509,10435,1705
2020-05-18,NM,211,265,81
2020-05-18,NV,423,383,49
2020-05-18,NY,5840,22729,1250
2020-05-18,OH,912,1657,531
2020-05-18,OK,76,288,88
2020-05-18,OR,137,138,64
2020-05-18,PA,1885,4505,822
2020-05-18,PR,147,124,64
2020-05-18,RI,236,506,137
2020-05-18,SC,,391,126
2020-05-18,SD,77,44,40
2020-05-18,TN,638,301,623
2020-05-18,TX,1551,1347,909
2020-05-18,UT,179,80,146
2020-05-18,VA,1502,1014,752
2020-05-18,VI,,6,0
2020-05-18,VT,22,54,4
2020-05-18,WA,168,1001,295
2020-05-18,WI,574,459,185
2020-05-18,WV,48,67,1
2020-05-18,WY,8,8,0
2020-05-17,AK,13,10,4
2020-05-17,AL,,488,248
2020-05-17,AR,65,98,181
2020-05-17,AS,,0,0
2020-05-17,AZ,796,680,306
2020-05-17,CA,4291,3261,2046
2020-05-17,CO,650,878,401
2020-05-17,CT,937,3408,716
2020-05-17,DC,369,383,81
2020-05-17,DE,229,392,123
2020-05-17,FL,,2049,777
2020-05-17,GA,1010,1606,554
2020-05-17,GU,,5,0
2020-05-17,HI,,17,1
2020-05-17,IA,376,351,323
2020-05-17,ID,32,73,30
2020-05-17,IL,4190,4177,1734
2020-05-17,IN,1246,1751,498
2020-05-17,KS,,172,0
2020-05-17,KY,381,334,244
2020-05-17,LA,1019,2491,315
2020-05-17,MA,2597,5797,1077
2020-05-17,MD,1460,2090,836
2020-05-17,ME,37,70,39
2020-05-17,MI,1114,5396,255
2020-05-17,MN,487,731,311
2020-05-17,MO,775,594,114
2020-05-17,MP,,2,0
2020-05-17,MS,608,521,173
2020-05-17,MT,3,16,0
2020-05-17,NC,493,659,530
2020-05-17,ND,30,35,52
2020-05-17,NE,,123,448
2020-05-17,NH,115,171,92
2020-05-17,NJ,3411,10356,1245
2020-05-17,NM,208,259,195
2020-05-17,NV,423,375,195
2020-05-17,NY,5897,22619,1889
2020-05-17,OH,914,1625,449
2020-05-17,OK,180,288,73
2020-05-17,OR,156,137,11
2020-05-17,PA,1821,4418,623
2020-05-17,PR,150,123,57
2020-05-17,RI,260,499,125
2020-05-17,SC,,380,409
2020-05-17,SD,77,44,28
2020-05-17,TN,513,298,100
2020-05-17,TX,1512,1336,785
2020-05-17,UT,181,80,170
2020-05-17,VA,1524,1009,705
2020-05-17,VI,,6,0
2020-05-17,VT,14,54,0
2020-05-17,WA,168,1000,153
2020-05-17,WI,543,453,379
2020-05-17,WV,48,67,33
2020-05-17,WY,8,8,38
2020-05-16,AK,10,10,4
2020-05-16,AL,,485,307
2020-05-16,AR,65,98,115
2020-05-16,AS,,0,0
2020-05-16,AZ,791,679,462
2020-05-16,CA,4424,3204,1857
2020-05-16,CO,671,878,394
2020-05-16,CT,994,3339,618
2020-05-16,DC,382,375,171
2020-05-16,DE,250,383,174
2020-05-16,FL,,2040,1601
2020-05-16,GA,1005,1592,466
2020-05-16,GU,,5,0
2020-05-16,HI,,17,1
2020-05-16,IA,387,346,279
2020-05-16,ID,23,73,38
2020-05-16,IL,4306,4129,2088
2020-05-16,IN,1274,1741,625
2020-05-16,KS,,172,0
2020-05-16,KY,381,332,219
2020-05-16,LA,1028,2479,280
2020-05-16,MA,2692,5705,1512
2020-05-16,MD,1500,2040,982
2020-05-16,ME,37,70,45
2020-05-16,MI,1256,5357,336
2020-05-16,MN,493,709,342
2020-05-16,MO,775,589,219
2020-05-16,MP,,2,2
2020-05-16,MS,641,510,322
2020-05-16,MT,3,16,2
2020-05-16,NC,481,652,853
2020-05-16,ND,33,35,87
2020-05-16,NE,,119,356
2020-05-16,NH,110,159,0
2020-05-16,NJ,3564,10249,1184
2020-05-16,NM,223,253,159
2020-05-16,NV,423,369,48
2020-05-16,NY,6220,22478,2419
2020-05-16,OH,866,1610,520
2020-05-16,OK,180,288,151
2020-05-16,OR,153,137,71
2020-05-16,PA,1873,4403,989
2020-05-16,PR,144,122,47
2020-05-16,RI,273,489,252
2020-05-16,SC,,380,0
2020-05-16,SD,75,44,72
2020-05-16,TN,515,295,318
2020-05-16,TX,1791,1305,1801
2020-05-16,UT,168,78,155
2020-05-16,VA,1505,1002,1011
2020-05-16,VI,,6,0
2020-05-16,VT,20,53,8
2020-05-16,WA,331,992,188
2020-05-16,WI,546,453,534
2020-05-16,WV,55,64,16
2020-05-16,WY,8,7,1
2020-05-15,AK,8,10,1
2020-05-15,AL,,476,248
2020-05-15,AR,65,98,227
2020-05-15,AS,,0,0
2020-05-15,AZ,808,651,495
2020-05-15,CA,4519,3108,1772
2020-05-15,CO,685,1091,363
2020-05-15,CT,1033,3285,621
2020-05-15,DC,393,368,135
2020-05-15,DE,269,373,150
2020-05-15,FL,,1991,0
2020-05-15,GA,,1557,823
2020-05-15,GU,,5,1
2020-05-15,HI,,17,-1
2020-05-15,IA,387,336,374
2020-05-15,ID,29,72,27
2020-05-15,IL,4367,4058,2432
2020-05-15,IN,1294,1691,602
2020-05-15,KS,,172,418
2020-05-15,KY,385,328,145
2020-05-15,LA,1091,2448,348
2020-05-15,MA,2767,5592,1239
2020-05-15,MD,1496,1991,1083
2020-05-15,ME,35,69,38
2020-05-15,MI,1256,5325,651
2020-05-15,MN,498,692,798
2020-05-15,MO,812,576,139
2020-05-15,MP,,2,0
2020-05-15,MS,573,493,318
2020-05-15,MT,3,16,4
2020-05-15,NC,492,641,622
2020-05-15,ND,35,35,114
2020-05-15,NE,,113,341
2020-05-15,NH,115,159,165
2020-05-15,NJ,3823,10138,1201
2020-05-15,NM,209,242,139
2020-05-15,NV,425,368,115
2020-05-15,NY,6394,22304,2762
2020-05-15,OH,944,1581,597
2020-05-15,OK,215,285,124
2020-05-15,OR,161,137,62
2020-05-15,PA,1934,4342,986
2020-05-15,PR,147,122,115
2020-05-15,RI,272,479,232
2020-05-15,SC,,380,218
